user_id,income,rent,groceries,transport,shopping,utilities,emi,savings_goal,total_spend,savings,savings_rate,expense_ratio,ai_advice
USER_191,88496,25501,3729,8343,2940,8763,26821,20096,76097,12399,0.14010802748146808,0.8598919725185319,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_192,114830,27849,7824,3419,514,6539,30896,57161,77041,37789,0.3290864756596708,0.6709135243403291,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_193,130040,14547,13555,3280,19466,11256,7946,36072,70050,59990,0.4613195939710858,0.5386804060289142,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_194,147889,34189,6615,3152,12185,5225,34985,50545,96351,51538,0.34849109805326967,0.6515089019467303,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_195,57422,5995,3061,1253,7597,5656,21186,12848,44748,12674,0.22071679843962244,0.7792832015603776,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_196,26657,6473,2663,1052,1066,1642,5597,8779,18493,8164,0.3062610196196121,0.6937389803803878,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_197,129051,15481,2030,5758,2890,10151,31628,50095,67938,61113,0.47355696585071017,0.5264430341492898,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_198,47574,5219,5454,1266,8334,4145,17619,5579,42037,5537,0.11638710219867995,0.88361289780132,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_199,107926,13185,6785,4334,9298,10743,7844,20790,52189,55737,0.5164371884439338,0.4835628115560662,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_200,125926,18147,10454,5166,10017,5506,44408,53588,93698,32228,0.25592808474818546,0.7440719152518146,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_201,95343,28251,4567,6545,4679,1853,31146,27126,77041,18302,0.19195955654846186,0.8080404434515381,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_202,146409,38540,16725,10592,19917,5590,24124,53517,115488,30921,0.21119603303075632,0.7888039669692437,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_203,85521,14090,5212,7974,12843,5954,33197,28942,79270,6251,0.07309315840553782,0.9269068415944621,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_204,24883,5306,2832,1172,4612,1577,8521,9241,24020,863,0.034682313225897196,0.9653176867741028,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_205,131132,17162,17270,11792,5908,4500,362,11137,56994,74138,0.5653692462556813,0.4346307537443187,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_206,138378,28781,15075,5036,17480,3850,29041,66337,99263,39115,0.28266776510717023,0.7173322348928298,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_207,95198,16627,8232,4599,3807,1481,15237,21566,49983,45215,0.47495745708943465,0.5250425429105654,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_208,57673,16676,8476,1646,3849,3737,19485,9977,53869,3804,0.06595807396875487,0.9340419260312451,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_209,102662,12571,5653,7162,8648,1023,31528,32744,66585,36077,0.35141532407317216,0.6485846759268279,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_210,38438,9088,2826,1506,1461,1730,5439,17854,22050,16388,0.426348925542432,0.573651074457568,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_211,108572,15140,13918,1504,1654,6655,29348,23293,68219,40353,0.3716704122609881,0.6283295877390119,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_212,29944,5909,3321,1030,5240,2781,3095,7449,21376,8568,0.2861341170184344,0.7138658829815656,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_213,65925,15749,7934,5191,9981,4858,14447,8448,58160,7765,0.11778536215396283,0.8822146378460372,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_214,115568,21987,7762,9130,2654,5823,42692,40102,90048,25520,0.22082237297521806,0.779177627024782,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_215,61712,7246,3564,3644,6772,1788,3756,15426,26770,34942,0.5662107855846513,0.43378921441534873,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_216,62653,11511,6171,2178,11508,3962,8265,11960,43595,19058,0.30418335913683303,0.695816640863167,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_217,144932,26442,10802,14116,21808,4042,43941,68572,121151,23781,0.1640838462175365,0.8359161537824635,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_218,35387,4083,3700,2473,1308,1411,5470,6189,18445,16942,0.47876338768474297,0.521236612315257,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_219,41865,12442,5920,1188,6649,3849,12358,20070,42406,-541,-0.012922488952585692,1.0129224889525856,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_220,100793,5236,15038,3257,4074,8116,19428,33108,55149,45644,0.45284890815830464,0.5471510918416953,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_221,69289,20268,3489,2818,9152,6453,17458,12485,59638,9651,0.1392861781812409,0.8607138218187591,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_222,23323,4879,2251,2241,1236,1798,3710,5282,16115,7208,0.30905115122411353,0.6909488487758865,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_223,31018,3544,2311,2562,4667,2776,5218,15460,21078,9940,0.32045908827132635,0.6795409117286737,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_224,84276,23305,8048,6870,10530,2479,4982,6633,56214,28062,0.33297736010252027,0.6670226398974797,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_225,133549,18317,12964,4543,1949,2982,8749,12418,49504,84045,0.6293195755864889,0.3706804244135111,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_226,110372,7584,3619,8953,2029,9563,2699,54087,34447,75925,0.6879009168992136,0.31209908310078643,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_227,105051,28407,7454,4391,19292,6821,5954,52141,72319,32732,0.3115819935079152,0.6884180064920848,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_228,21254,6265,2865,1589,1134,1204,7821,7215,20878,376,0.01769078761644867,0.9823092123835513,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_229,59311,10182,4119,2606,8756,5293,14064,23992,45020,14291,0.24095024531705755,0.7590497546829424,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_230,129193,37124,16725,9990,9015,6455,23598,10340,102907,26286,0.2034630359229989,0.796536964077001,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_231,85670,24132,12736,7358,6222,5672,6067,5481,62187,23483,0.274109956811019,0.725890043188981,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_232,106350,4390,6567,8269,2317,4244,38404,45388,64191,42159,0.3964174894217207,0.6035825105782793,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_233,23000,3205,2517,1213,2287,1341,8054,10984,18617,4383,0.19056521739130436,0.8094347826086956,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_234,55299,4356,5328,4586,6235,1696,13929,15002,36130,19169,0.3466427964339319,0.6533572035660681,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_235,47590,7341,2198,3088,6412,1290,13356,16270,33685,13905,0.29218323177138056,0.7078167682286195,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_236,83907,10274,7195,7200,9986,1985,20902,5575,57542,26365,0.3142169306494095,0.6857830693505905,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_237,57355,6921,2262,1444,10151,1598,11085,26892,33461,23894,0.41659837851974546,0.5834016214802545,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_238,91208,22872,5448,8163,6369,1271,11597,26237,55720,35488,0.38908867643189193,0.6109113235681081,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_239,46927,3187,5161,1361,8804,3626,17984,20542,40123,6804,0.1449911564770814,0.8550088435229186,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_240,97820,3621,6635,4412,13628,2681,33086,40280,64063,33757,0.3450930280106318,0.6549069719893682,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_241,143507,6541,11760,2793,28403,11600,7247,55579,68344,75163,0.5237584229340729,0.4762415770659271,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_242,142143,7778,2317,8236,13113,2993,9617,53504,44054,98089,0.6900726732937957,0.3099273267062043,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_243,91907,10148,5372,3659,15211,5954,33696,30359,74040,17867,0.1944030378534823,0.8055969621465177,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_244,75177,10342,3889,2157,7649,5277,19570,10401,48884,26293,0.3497479282227277,0.6502520717772723,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_245,25777,3045,3093,1050,2019,1076,1876,6090,12159,13618,0.5283004228575863,0.4716995771424138,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_246,142439,34187,17286,9348,27053,8218,36817,44593,132909,9530,0.06690583337428653,0.9330941666257134,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_247,115555,30930,16551,9028,5899,8795,23658,42513,94861,20694,0.17908355328631387,0.8209164467136861,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_248,32818,9138,4435,2443,3783,1418,1359,15511,22576,10242,0.31208483149491134,0.6879151685050887,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_249,63599,5639,7498,5632,2077,5372,20448,20930,46666,16933,0.2662463246277457,0.7337536753722543,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_250,50310,12465,3119,2757,6512,1600,4755,19021,31208,19102,0.37968594712780757,0.6203140528721924,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_251,108035,30520,14605,5335,3037,3537,42208,17408,99242,8793,0.08139029018373675,0.9186097098162632,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_252,58770,17105,3374,3010,2819,2295,14246,15456,42849,15921,0.27090352220520675,0.7290964777947933,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_253,117262,32956,3301,6242,5928,11376,16010,30761,75813,41449,0.3534734184987464,0.6465265815012536,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_254,137905,7908,16336,8708,9793,11215,45127,44997,99087,38818,0.28148363003516913,0.7185163699648308,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_255,70878,12373,7607,5587,1725,5513,27261,25230,60066,10812,0.15254380766951664,0.8474561923304834,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_256,30024,5469,3075,1118,5901,2538,7534,6862,25635,4389,0.14618305355715427,0.8538169464428457,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_257,55359,3984,3798,4314,7954,2477,173,26955,22700,32659,0.5899492404125797,0.41005075958742027,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_258,137833,9654,17037,6128,26346,11695,10642,63031,81502,56331,0.4086902265785407,0.5913097734214593,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_259,91026,13010,13222,8052,7019,6249,34203,11949,81755,9271,0.10185002087315712,0.8981499791268429,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_260,92794,15999,5670,3321,5641,1439,30720,22366,62790,30004,0.3233398711123564,0.6766601288876436,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_261,77218,21184,3331,2945,3044,5208,8347,38111,44059,33159,0.42942060141417804,0.570579398585822,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_262,64693,3430,6099,2513,6579,5004,22394,25035,46019,18674,0.2886556505340609,0.7113443494659392,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_263,72074,17563,9251,6877,12100,3448,27929,28432,77168,-5094,-0.07067735938063657,1.0706773593806365,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_264,57216,8206,2325,2804,1169,1583,22444,11257,38531,18685,0.32656949105145416,0.6734305089485458,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_265,95851,19813,11177,2329,1448,3447,3144,18335,41358,54493,0.568517803674453,0.43148219632554696,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_266,141597,15567,5951,4533,20078,6804,45109,32365,98042,43555,0.30759832482326604,0.692401675176734,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_267,57735,5549,6339,3149,5557,4031,13628,21325,38253,19482,0.3374382956612107,0.6625617043387892,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_268,110902,29065,10198,2962,21598,6031,22603,23048,92457,18445,0.166318010495753,0.833681989504247,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_269,69673,5571,8242,5288,5008,1089,14787,10745,39985,29688,0.42610480386950467,0.5738951961304953,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_270,90292,8705,5833,3055,8237,5379,26222,29204,57431,32861,0.36394143445709476,0.6360585655429052,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_271,132737,8386,19043,10229,880,6132,4144,54646,48814,83923,0.6322502391947987,0.3677497608052013,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_272,130742,27401,3788,5754,2214,12521,46186,15235,97864,32878,0.2514723654219761,0.7485276345780238,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_273,41850,9660,5647,3190,1377,2361,1285,12422,23520,18330,0.43799283154121865,0.5620071684587814,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_274,129334,21815,7774,8847,22448,10060,41752,5369,112696,16638,0.12864366678522277,0.8713563332147772,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_275,21545,5105,2956,1110,1000,1479,7270,9608,18920,2625,0.12183801346019958,0.8781619865398004,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_276,135332,13340,17738,11774,2986,6727,17211,25596,69776,65556,0.4844087133863388,0.5155912866136613,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_277,32912,5302,2877,1704,5443,2747,7917,12918,25990,6922,0.21031842489061742,0.7896815751093826,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_278,145223,21001,2053,12333,15153,10793,37716,29858,99049,46174,0.317952390461566,0.682047609538434,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_279,79180,4541,8042,5800,13246,4834,25931,24682,62394,16786,0.21199797928769892,0.7880020207123011,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_280,95000,16589,4658,4871,12326,5014,35147,13557,78605,16395,0.17257894736842105,0.827421052631579,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_281,27892,3090,3672,1626,546,1331,10717,11472,20982,6910,0.2477412878244658,0.7522587121755342,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_282,51752,5309,5847,5118,4555,2624,10881,10807,34334,17418,0.33656670273612616,0.6634332972638739,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_283,87518,24881,5626,6693,9998,1275,31224,41498,79697,7821,0.08936447359400351,0.9106355264059964,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_284,26057,5311,3343,1013,1183,2580,2586,11882,16016,10041,0.38534750738765017,0.6146524926123499,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_285,104792,25731,9477,5816,2401,1621,39272,16463,84318,20474,0.19537750973356746,0.8046224902664325,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_286,116120,25087,14657,11217,14144,11439,27422,43056,103966,12154,0.10466758525663107,0.8953324147433689,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_287,118714,24217,12333,3933,17732,10134,37468,58893,105817,12897,0.10863925063598227,0.8913607493640178,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_288,88291,16406,2622,1165,15137,8599,34659,32678,78588,9703,0.10989795109354294,0.890102048906457,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_289,78463,5058,7965,3354,3347,5542,9399,5236,34665,43798,0.5581994060894944,0.4418005939105056,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_290,124157,8410,12611,9090,24282,9552,28860,44358,92805,31352,0.2525189880554459,0.7474810119445541,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_291,61083,4818,2164,3461,3359,6078,798,13377,20678,40405,0.6614770066958073,0.33852299330419267,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_292,84665,21315,4519,2557,8977,1039,5134,29182,43541,41124,0.4857260969704128,0.5142739030295872,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_293,143145,20959,2527,11763,8969,13112,47746,29247,105076,38069,0.2659471165601313,0.7340528834398686,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_294,73624,19314,4225,2748,2927,2289,5078,26821,36581,37043,0.503137563837879,0.49686243616212106,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_295,89174,12981,9163,1650,12798,6505,28871,41604,71968,17206,0.19294861730997825,0.8070513826900217,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_296,28619,6114,2161,1793,2099,2099,2652,7966,16918,11701,0.4088542576609944,0.5911457423390055,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_297,26109,6096,2735,1690,1964,2504,8799,12973,23788,2321,0.08889654908269179,0.9111034509173082,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_298,104922,5922,10626,7389,6317,9509,5264,44704,45027,59895,0.5708526333848002,0.42914736661519987,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_299,33372,4945,3663,2514,5167,1638,2314,13332,20241,13131,0.3934735706580367,0.6065264293419633,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_300,40660,9873,2462,2446,5221,3596,12859,17012,36457,4203,0.10336940482046238,0.8966305951795376,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_301,134510,12921,7519,4096,11010,8801,41070,5931,85417,49093,0.3649765816667906,0.6350234183332094,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_302,96926,7971,8470,8167,2544,2930,5680,30122,35762,61164,0.6310381115490168,0.3689618884509832,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_303,56147,10561,7271,4828,10642,1165,6075,14076,40542,15605,0.2779311450300105,0.7220688549699895,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_304,20404,4028,3057,1860,1957,1598,6139,5457,18639,1765,0.08650264653989413,0.9134973534601059,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_305,140901,37987,17882,8560,24131,12235,44376,7085,145171,-4270,-0.030304965898041887,1.0303049658980419,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_306,22074,4585,2923,1711,2430,1173,5039,5297,17861,4213,0.19085802301350005,0.8091419769864999,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_307,76203,12757,2191,7453,4668,5070,24035,34664,56174,20029,0.26283742109890684,0.7371625789010932,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_308,55410,16314,7364,4959,9052,1492,749,19584,39930,15480,0.2793719545208446,0.7206280454791554,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_309,98849,13727,7080,8678,16519,8101,3265,34545,57370,41479,0.41961982417626886,0.5803801758237311,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_310,65419,17418,3272,2589,11912,3126,24838,18292,63155,2264,0.03460768278328926,0.9653923172167107,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_311,79021,14347,10238,3658,11878,2470,22086,22256,64677,14344,0.18152136773768998,0.81847863226231,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_312,131114,12365,8344,1139,8785,11851,51687,36735,94171,36943,0.28176243574294124,0.7182375642570588,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_313,144036,26629,13363,11655,20972,6564,41369,69488,120552,23484,0.1630425726901608,0.8369574273098392,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_314,55852,4855,4628,5367,9244,2856,15742,27635,42692,13160,0.23562271718112154,0.7643772828188785,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_315,121075,35642,5962,9422,18950,1396,41598,32362,112970,8105,0.06694197811274004,0.93305802188726,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_316,67780,8663,4311,1966,6085,4684,9067,33304,34776,33004,0.486928297432871,0.513071702567129,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_317,122689,15430,6842,5899,18414,8451,38517,51164,93553,29136,0.2374785025552413,0.7625214974447587,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_318,100731,6226,5886,3251,9675,5460,10640,26489,41138,59593,0.5916053647834331,0.4083946352165669,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_319,49092,9422,3648,3641,2437,3188,11872,21640,34208,14884,0.30318585512914525,0.6968141448708547,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_320,119200,24511,9232,3204,5405,10624,14201,20675,67177,52023,0.43643456375838924,0.5635654362416107,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_321,21439,4314,2599,1594,2523,1452,3740,7831,16222,5217,0.24334157376743318,0.7566584262325668,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_322,20157,3167,2154,1349,3313,1024,2731,7917,13738,6419,0.31845016619536637,0.6815498338046336,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_323,70736,13461,4621,4557,13545,4805,24094,10768,65083,5653,0.07991687401040488,0.9200831259895951,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_324,123085,33234,16029,8858,22070,4380,38215,60504,122786,299,0.0024292155827273835,0.9975707844172726,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_325,110726,20861,10530,7263,14786,7863,9176,34945,70479,40247,0.36348283149395805,0.6365171685060419,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_326,83070,21432,2717,5883,8949,4392,24704,17573,68077,14993,0.180486336824365,0.819513663175635,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_327,145903,21247,14948,10062,18892,12832,42903,47705,120884,25019,0.1714769401588727,0.8285230598411273,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_328,130960,21434,2733,2402,10500,4803,29597,58673,71469,59491,0.45426847892486255,0.5457315210751374,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_329,27647,4893,3870,1424,2988,1432,10559,6360,25166,2481,0.08973848880529534,0.9102615111947047,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_330,134775,39800,6039,6294,5277,11160,19346,24503,87916,46859,0.3476831756631423,0.6523168243368578,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_331,141835,22794,2681,3629,1812,6222,15618,13229,52756,89079,0.6280466739521274,0.3719533260478725,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_332,120778,31627,17517,7903,10812,1678,31542,44132,101079,19699,0.16310089585851728,0.8368991041414827,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_333,123048,23394,13194,9527,23973,4796,633,53942,75517,47531,0.3862801508354463,0.6137198491645537,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_334,149866,29100,15632,7193,10239,12464,53833,52754,128461,21405,0.14282759264943348,0.8571724073505665,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_335,138639,23567,14054,13852,12215,8594,13386,35353,85668,52971,0.38207863588167834,0.6179213641183217,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_336,117478,17370,3076,9736,16911,7521,28298,24058,82912,34566,0.29423381399070464,0.7057661860092953,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_337,80957,19108,5605,6030,10000,6654,594,9140,47991,32966,0.4072038242523809,0.5927961757476191,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_338,84357,5470,12249,6031,1808,7449,27808,8801,60815,23542,0.27907583247389073,0.7209241675261093,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_339,143020,27658,14564,4704,12418,3258,45119,7245,107721,35299,0.2468116347364005,0.7531883652635994,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_340,146472,5518,13440,11087,13982,5338,55798,6904,105163,41309,0.2820265989404118,0.7179734010595882,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_341,94145,24985,12258,2957,15983,1917,12766,31368,70866,23279,0.24726751287906953,0.7527324871209304,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_342,74971,5763,9174,4535,2179,1154,28126,10865,50931,24040,0.32065732083072124,0.6793426791692788,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_343,41600,7475,5705,2049,3017,1914,14609,5254,34769,6831,0.16420673076923076,0.8357932692307692,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_344,141843,38011,20773,11871,7089,11433,31233,17591,120410,21433,0.15110368506024266,0.8488963149397574,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_345,20695,5083,2028,1618,2090,1101,5491,9186,17411,3284,0.15868567286784246,0.8413143271321575,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_346,54106,14538,6729,2768,6063,2829,13566,13472,46493,7613,0.14070528222378295,0.859294717776217,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_347,118335,29240,14618,11455,12222,7108,33195,38188,107838,10497,0.08870579287615668,0.9112942071238433,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_348,69939,5165,5650,2261,2814,1913,4380,7797,22183,47756,0.6828236034258425,0.31717639657415747,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_349,55275,3867,3312,3408,9095,5471,7452,16718,32605,22670,0.4101311623699683,0.5898688376300316,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_350,69055,6733,10026,3356,10440,5798,10415,34477,46768,22287,0.3227427412931721,0.6772572587068278,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_351,148651,17155,2397,1829,13109,5770,771,60995,41031,107620,0.7239776388991666,0.2760223611008335,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_352,75004,12331,4069,7064,13556,1867,28326,8670,67213,7791,0.10387446002879847,0.8961255399712016,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_353,112638,8929,16687,10020,9234,4397,43422,39822,92689,19949,0.17710719295442034,0.8228928070455797,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_354,65679,5823,4195,1614,12722,4262,15333,6742,43949,21730,0.33085156594954246,0.6691484340504575,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_355,33529,3414,4051,2303,6678,2479,524,11785,19449,14080,0.41993498165766946,0.5800650183423305,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_356,72170,15420,4436,3004,2075,1289,26725,33859,52949,19221,0.2663294997921574,0.7336705002078426,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_357,37293,10222,5433,2806,2153,1731,5545,6425,27890,9403,0.25213847102673426,0.7478615289732657,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
USER_358,68662,19547,5093,3685,12384,5790,17888,22092,64387,4275,0.062261512918353676,0.9377384870816463,Rule-based advice: Maintain 20% savings and reduce unnecessary spending.
